dataset,feature_a,feature_b,spearman,abs_spearman
dunnhumby,n_baskets,avg_basket_size,-0.03426478539821839,0.03426478539821839
dunnhumby,n_baskets,repeat_rate,0.6568706183544086,0.6568706183544086
dunnhumby,n_baskets,adjacent_basket_jaccard,0.06368226047567462,0.06368226047567462
dunnhumby,n_baskets,recent_basket_novelty,-0.38581774394539425,0.38581774394539425
dunnhumby,n_baskets,popularity_profile,0.04857660376207204,0.04857660376207204
dunnhumby,n_baskets,neighbor_similarity,-0.21009168026437708,0.21009168026437708
dunnhumby,n_baskets,transition_strength,-0.0019783161868540326,0.0019783161868540326
dunnhumby,n_baskets,relational_strength,-0.01975434169254009,0.01975434169254009
dunnhumby,avg_basket_size,repeat_rate,0.26869089620514003,0.26869089620514003
dunnhumby,avg_basket_size,adjacent_basket_jaccard,0.32927574102377216,0.32927574102377216
dunnhumby,avg_basket_size,recent_basket_novelty,-0.21485172838717118,0.21485172838717118
dunnhumby,avg_basket_size,popularity_profile,0.021092110577372144,0.021092110577372144
dunnhumby,avg_basket_size,neighbor_similarity,-0.6059186054346426,0.6059186054346426
dunnhumby,avg_basket_size,transition_strength,0.18727353055030702,0.18727353055030702
dunnhumby,avg_basket_size,relational_strength,0.4276377402873431,0.4276377402873431
dunnhumby,repeat_rate,adjacent_basket_jaccard,0.6251339498311156,0.6251339498311156
dunnhumby,repeat_rate,recent_basket_novelty,-0.6599729193934023,0.6599729193934023
dunnhumby,repeat_rate,popularity_profile,0.22503729069809228,0.22503729069809228
dunnhumby,repeat_rate,neighbor_similarity,-0.02382989883807421,0.02382989883807421
dunnhumby,repeat_rate,transition_strength,0.23747941935359207,0.23747941935359207
dunnhumby,repeat_rate,relational_strength,0.2387549431358736,0.2387549431358736
dunnhumby,adjacent_basket_jaccard,recent_basket_novelty,-0.4508910390094341,0.4508910390094341
dunnhumby,adjacent_basket_jaccard,popularity_profile,0.1989271266073203,0.1989271266073203
dunnhumby,adjacent_basket_jaccard,neighbor_similarity,0.10021713480083191,0.10021713480083191
dunnhumby,adjacent_basket_jaccard,transition_strength,0.2794481484529834,0.2794481484529834
dunnhumby,adjacent_basket_jaccard,relational_strength,0.2988006596364986,0.2988006596364986
dunnhumby,recent_basket_novelty,popularity_profile,-0.14094938338985213,0.14094938338985213
dunnhumby,recent_basket_novelty,neighbor_similarity,0.018684074430778703,0.018684074430778703
dunnhumby,recent_basket_novelty,transition_strength,-0.16849157479504667,0.16849157479504667
dunnhumby,recent_basket_novelty,relational_strength,-0.17738637098105595,0.17738637098105595
dunnhumby,popularity_profile,neighbor_similarity,0.3090530610150751,0.3090530610150751
dunnhumby,popularity_profile,transition_strength,-0.07165908552302451,0.07165908552302451
dunnhumby,popularity_profile,relational_strength,0.19762451425967703,0.19762451425967703
dunnhumby,neighbor_similarity,transition_strength,0.023683320119894914,0.023683320119894914
dunnhumby,neighbor_similarity,relational_strength,-0.11141267325083894,0.11141267325083894
dunnhumby,transition_strength,relational_strength,0.35912611408232864,0.35912611408232864
instacart,n_baskets,avg_basket_size,0.06790772474468786,0.06790772474468786
instacart,n_baskets,repeat_rate,0.7756639834507392,0.7756639834507392
instacart,n_baskets,adjacent_basket_jaccard,0.014059450634971493,0.014059450634971493
instacart,n_baskets,recent_basket_novelty,-0.5106606582215201,0.5106606582215201
instacart,n_baskets,popularity_profile,0.11505752919740872,0.11505752919740872
instacart,n_baskets,neighbor_similarity,0.062056107065034706,0.062056107065034706
instacart,n_baskets,transition_strength,0.2934891718672924,0.2934891718672924
instacart,n_baskets,relational_strength,0.32544861580431267,0.32544861580431267
instacart,avg_basket_size,repeat_rate,0.09794867127456976,0.09794867127456976
instacart,avg_basket_size,adjacent_basket_jaccard,0.0304344011991433,0.0304344011991433
instacart,avg_basket_size,recent_basket_novelty,0.0036678536716957875,0.0036678536716957875
instacart,avg_basket_size,popularity_profile,0.006586328245753376,0.006586328245753376
instacart,avg_basket_size,neighbor_similarity,-0.31871857333037235,0.31871857333037235
instacart,avg_basket_size,transition_strength,-0.10463586302645674,0.10463586302645674
instacart,avg_basket_size,relational_strength,0.013553144981068625,0.013553144981068625
instacart,repeat_rate,adjacent_basket_jaccard,0.5320754265723847,0.5320754265723847
instacart,repeat_rate,recent_basket_novelty,-0.7029441627933797,0.7029441627933797
instacart,repeat_rate,popularity_profile,0.2669687214932814,0.2669687214932814
instacart,repeat_rate,neighbor_similarity,0.27441900170186484,0.27441900170186484
instacart,repeat_rate,transition_strength,0.47483661646409375,0.47483661646409375
instacart,repeat_rate,relational_strength,0.4745621236372481,0.4745621236372481
instacart,adjacent_basket_jaccard,recent_basket_novelty,-0.41227788711591845,0.41227788711591845
instacart,adjacent_basket_jaccard,popularity_profile,0.23410727053476293,0.23410727053476293
instacart,adjacent_basket_jaccard,neighbor_similarity,0.317294951257757,0.317294951257757
instacart,adjacent_basket_jaccard,transition_strength,0.3719888462811219,0.3719888462811219
instacart,adjacent_basket_jaccard,relational_strength,0.31044284272574113,0.31044284272574113
instacart,recent_basket_novelty,popularity_profile,-0.20484469318100532,0.20484469318100532
instacart,recent_basket_novelty,neighbor_similarity,-0.2308288133941495,0.2308288133941495
instacart,recent_basket_novelty,transition_strength,-0.32894207331644376,0.32894207331644376
instacart,recent_basket_novelty,relational_strength,-0.3247585287334334,0.3247585287334334
instacart,popularity_profile,neighbor_similarity,0.7322937977088204,0.7322937977088204
instacart,popularity_profile,transition_strength,-0.18353077897193637,0.18353077897193637
instacart,popularity_profile,relational_strength,-0.035313270855460654,0.035313270855460654
instacart,neighbor_similarity,transition_strength,0.0819213382424928,0.0819213382424928
instacart,neighbor_similarity,relational_strength,0.1305433074394017,0.1305433074394017
instacart,transition_strength,relational_strength,0.7403511679702032,0.7403511679702032
retailrocket,n_baskets,avg_basket_size,0.31989597619722704,0.31989597619722704
retailrocket,n_baskets,repeat_rate,0.5995248686390865,0.5995248686390865
retailrocket,n_baskets,adjacent_basket_jaccard,-0.4172738612967093,0.4172738612967093
retailrocket,n_baskets,recent_basket_novelty,0.41368161997613345,0.41368161997613345
retailrocket,n_baskets,popularity_profile,0.2897638918998261,0.2897638918998261
retailrocket,n_baskets,neighbor_similarity,0.47104998179410834,0.47104998179410834
retailrocket,n_baskets,transition_strength,0.1526967509432069,0.1526967509432069
retailrocket,n_baskets,relational_strength,0.3197991131889309,0.3197991131889309
retailrocket,avg_basket_size,repeat_rate,0.19690811006644562,0.19690811006644562
retailrocket,avg_basket_size,adjacent_basket_jaccard,-0.12447647561664538,0.12447647561664538
retailrocket,avg_basket_size,recent_basket_novelty,0.10841247406394726,0.10841247406394726
retailrocket,avg_basket_size,popularity_profile,0.045385383859398026,0.045385383859398026
retailrocket,avg_basket_size,neighbor_similarity,0.3087885395431075,0.3087885395431075
retailrocket,avg_basket_size,transition_strength,0.39228217145236804,0.39228217145236804
retailrocket,avg_basket_size,relational_strength,0.9962770488781626,0.9962770488781626
retailrocket,repeat_rate,adjacent_basket_jaccard,0.898822945402434,0.898822945402434
retailrocket,repeat_rate,recent_basket_novelty,-0.8590194173026654,0.8590194173026654
retailrocket,repeat_rate,popularity_profile,0.340192126290509,0.340192126290509
retailrocket,repeat_rate,neighbor_similarity,0.17039703939662312,0.17039703939662312
retailrocket,repeat_rate,transition_strength,-0.5931118593173474,0.5931118593173474
retailrocket,repeat_rate,relational_strength,0.20414165881391513,0.20414165881391513
retailrocket,adjacent_basket_jaccard,recent_basket_novelty,-0.8366938199515528,0.8366938199515528
retailrocket,adjacent_basket_jaccard,popularity_profile,0.6062445212955264,0.6062445212955264
retailrocket,adjacent_basket_jaccard,neighbor_similarity,-0.44248641514840603,0.44248641514840603
retailrocket,adjacent_basket_jaccard,transition_strength,-0.6086296848466463,0.6086296848466463
retailrocket,adjacent_basket_jaccard,relational_strength,-0.11086634778816949,0.11086634778816949
retailrocket,recent_basket_novelty,popularity_profile,-0.56928428484636,0.56928428484636
retailrocket,recent_basket_novelty,neighbor_similarity,0.4127418675043368,0.4127418675043368
retailrocket,recent_basket_novelty,transition_strength,0.5058051530899347,0.5058051530899347
retailrocket,recent_basket_novelty,relational_strength,0.10178863206648602,0.10178863206648602
retailrocket,popularity_profile,neighbor_similarity,0.7839307655052039,0.7839307655052039
retailrocket,popularity_profile,transition_strength,-0.750824688271189,0.750824688271189
retailrocket,popularity_profile,relational_strength,0.036316334480086206,0.036316334480086206
retailrocket,neighbor_similarity,transition_strength,-0.031334943344745604,0.031334943344745604
retailrocket,neighbor_similarity,relational_strength,0.29173496169019963,0.29173496169019963
retailrocket,transition_strength,relational_strength,0.3846492850273729,0.3846492850273729
sam,n_baskets,avg_basket_size,0.2309944508624366,0.2309944508624366
sam,n_baskets,repeat_rate,0.5210555777814317,0.5210555777814317
sam,n_baskets,adjacent_basket_jaccard,0.14515121327557587,0.14515121327557587
sam,n_baskets,recent_basket_novelty,-0.3464288760311736,0.3464288760311736
sam,n_baskets,popularity_profile,0.21592888860638249,0.21592888860638249
sam,n_baskets,neighbor_similarity,0.030929985458014213,0.030929985458014213
sam,n_baskets,transition_strength,0.029017969317190483,0.029017969317190483
sam,n_baskets,relational_strength,0.20229783090189882,0.20229783090189882
sam,avg_basket_size,repeat_rate,-0.18199236611712497,0.18199236611712497
sam,avg_basket_size,adjacent_basket_jaccard,-0.24810469212069752,0.24810469212069752
sam,avg_basket_size,recent_basket_novelty,0.17149813749059428,0.17149813749059428
sam,avg_basket_size,popularity_profile,0.222816864385112,0.222816864385112
sam,avg_basket_size,neighbor_similarity,-0.08475447660372555,0.08475447660372555
sam,avg_basket_size,transition_strength,-0.03019991754288256,0.03019991754288256
sam,avg_basket_size,relational_strength,0.5406559855996393,0.5406559855996393
sam,repeat_rate,adjacent_basket_jaccard,0.8255321201021298,0.8255321201021298
sam,repeat_rate,recent_basket_novelty,-0.8264770341702229,0.8264770341702229
sam,repeat_rate,popularity_profile,0.29468785354279103,0.29468785354279103
sam,repeat_rate,neighbor_similarity,0.1443871845205516,0.1443871845205516
sam,repeat_rate,transition_strength,-0.15216637537754396,0.15216637537754396
sam,repeat_rate,relational_strength,-0.005433761258954562,0.005433761258954562
sam,adjacent_basket_jaccard,recent_basket_novelty,-0.703571690099816,0.703571690099816
sam,adjacent_basket_jaccard,popularity_profile,0.2444983919477519,0.2444983919477519
sam,adjacent_basket_jaccard,neighbor_similarity,0.17007129514404404,0.17007129514404404
sam,adjacent_basket_jaccard,transition_strength,-0.23205494713036537,0.23205494713036537
sam,adjacent_basket_jaccard,relational_strength,-0.08497351916259069,0.08497351916259069
sam,recent_basket_novelty,popularity_profile,-0.24441767848038018,0.24441767848038018
sam,recent_basket_novelty,neighbor_similarity,-0.12667847676110355,0.12667847676110355
sam,recent_basket_novelty,transition_strength,0.1600285752580572,0.1600285752580572
sam,recent_basket_novelty,relational_strength,0.03940352063705754,0.03940352063705754
sam,popularity_profile,neighbor_similarity,0.6632706121061692,0.6632706121061692
sam,popularity_profile,transition_strength,-0.5254288277506808,0.5254288277506808
sam,popularity_profile,relational_strength,-0.06994211633629716,0.06994211633629716
sam,neighbor_similarity,transition_strength,-0.27942995619972405,0.27942995619972405
sam,neighbor_similarity,relational_strength,-0.0739760621543552,0.0739760621543552
sam,transition_strength,relational_strength,0.4651694336774058,0.4651694336774058
tafeng,n_baskets,avg_basket_size,-0.041032494427963175,0.041032494427963175
tafeng,n_baskets,repeat_rate,0.7252558257316518,0.7252558257316518
tafeng,n_baskets,adjacent_basket_jaccard,0.23873128893712686,0.23873128893712686
tafeng,n_baskets,recent_basket_novelty,-0.3177042301568171,0.3177042301568171
tafeng,n_baskets,popularity_profile,-0.0363802976458217,0.0363802976458217
tafeng,n_baskets,neighbor_similarity,-0.39269939410341664,0.39269939410341664
tafeng,n_baskets,transition_strength,0.002596447996878848,0.002596447996878848
tafeng,n_baskets,relational_strength,0.055209792479274225,0.055209792479274225
tafeng,avg_basket_size,repeat_rate,0.10790263938896247,0.10790263938896247
tafeng,avg_basket_size,adjacent_basket_jaccard,0.22908414585533426,0.22908414585533426
tafeng,avg_basket_size,recent_basket_novelty,-0.20399304155089742,0.20399304155089742
tafeng,avg_basket_size,popularity_profile,-0.22826035696645078,0.22826035696645078
tafeng,avg_basket_size,neighbor_similarity,-0.5664311710829406,0.5664311710829406
tafeng,avg_basket_size,transition_strength,0.07731434992744983,0.07731434992744983
tafeng,avg_basket_size,relational_strength,0.19209858476012923,0.19209858476012923
tafeng,repeat_rate,adjacent_basket_jaccard,0.7828867124017351,0.7828867124017351
tafeng,repeat_rate,recent_basket_novelty,-0.7164441671993332,0.7164441671993332
tafeng,repeat_rate,popularity_profile,0.015042512803010114,0.015042512803010114
tafeng,repeat_rate,neighbor_similarity,-0.28662984834303484,0.28662984834303484
tafeng,repeat_rate,transition_strength,-0.03900894124787892,0.03900894124787892
tafeng,repeat_rate,relational_strength,0.06046443255121494,0.06046443255121494
tafeng,adjacent_basket_jaccard,recent_basket_novelty,-0.5723716651646482,0.5723716651646482
tafeng,adjacent_basket_jaccard,popularity_profile,0.05463396015191993,0.05463396015191993
